macros,positive frequency,length
('light_match_m28'  'mend_fuse_f28'),34,2
('mend_fuse_f28'  'mend_fuse_f28'),37,2
('mend_fuse_f28'  'light_match_m28'),34,2
('light_match_m28'  'mend_fuse_f28'  'mend_fuse_f28'),34,3
('mend_fuse_f28'  'mend_fuse_f28'  'light_match_m28'),34,3
('light_match_m28'  'mend_fuse_f28'  'mend_fuse_f28'  'light_match_m28'),34,4
('light_match_m30'  'mend_fuse_f30'),9,2
('mend_fuse_f30'  'mend_fuse_f30'),15,2
('mend_fuse_f30'  'light_match_m30'),9,2
('light_match_m30'  'mend_fuse_f30'  'mend_fuse_f30'),9,3
('mend_fuse_f30'  'mend_fuse_f30'  'light_match_m30'),9,3
('light_match_m30'  'mend_fuse_f30'  'mend_fuse_f30'  'light_match_m30'),9,4
('light_match_m2'  'light_match_m1'),2,2
('mend_fuse_f2'  'light_match_m2'  'light_match_m1'),2,3
('light_match_m2'  'light_match_m1'  'mend_fuse_f1'),2,3
('mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m1'),2,4
('mend_fuse_f2'  'light_match_m2'  'light_match_m1'  'mend_fuse_f1'),2,4
('light_match_m2'  'light_match_m1'  'mend_fuse_f1'  'mend_fuse_f1'),2,4
('light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m1'),2,5
('mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m1'  'mend_fuse_f1'),2,5
('mend_fuse_f2'  'light_match_m2'  'light_match_m1'  'mend_fuse_f1'  'mend_fuse_f1'),2,5
('light_match_m2'  'light_match_m1'  'mend_fuse_f1'  'mend_fuse_f1'  'light_match_m1'),2,5
('light_match_m1'  'light_match_m2'),1,2
('mend_fuse_f1'  'light_match_m1'  'light_match_m2'),1,3
('light_match_m1'  'light_match_m2'  'mend_fuse_f2'),1,3
('mend_fuse_f1'  'mend_fuse_f1'  'light_match_m1'  'light_match_m2'),1,4
('mend_fuse_f1'  'light_match_m1'  'light_match_m2'  'mend_fuse_f2'),1,4
('light_match_m1'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'),1,4
('light_match_m1'  'mend_fuse_f1'  'mend_fuse_f1'  'light_match_m1'  'light_match_m2'),1,5
('mend_fuse_f1'  'mend_fuse_f1'  'light_match_m1'  'light_match_m2'  'mend_fuse_f2'),1,5
('mend_fuse_f1'  'light_match_m1'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'),1,5
('light_match_m1'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'),1,5
('light_match_m2'  'light_match_m3'),2,2
('mend_fuse_f2'  'light_match_m2'  'light_match_m3'),2,3
('light_match_m2'  'light_match_m3'  'mend_fuse_f3'),2,3
('mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m3'),2,4
('mend_fuse_f2'  'light_match_m2'  'light_match_m3'  'mend_fuse_f3'),2,4
('light_match_m2'  'light_match_m3'  'mend_fuse_f3'  'mend_fuse_f3'),2,4
('light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m3'),2,5
('mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m3'  'mend_fuse_f3'),2,5
('mend_fuse_f2'  'light_match_m2'  'light_match_m3'  'mend_fuse_f3'  'mend_fuse_f3'),2,5
('light_match_m2'  'light_match_m3'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m3'),2,5
('light_match_m3'  'light_match_m2'),2,2
('mend_fuse_f3'  'light_match_m3'  'light_match_m2'),2,3
('light_match_m3'  'light_match_m2'  'mend_fuse_f2'),2,3
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m3'  'light_match_m2'),2,4
('mend_fuse_f3'  'light_match_m3'  'light_match_m2'  'mend_fuse_f2'),2,4
('light_match_m3'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'),2,4
('light_match_m3'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m3'  'light_match_m2'),2,5
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m3'  'light_match_m2'  'mend_fuse_f2'),2,5
('mend_fuse_f3'  'light_match_m3'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'),2,5
('light_match_m3'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'),2,5
('light_match_m4'  'mend_fuse_f3'),2,2
('mend_fuse_f3'  'light_match_m4'),2,2
('light_match_m4'  'light_match_m3'),8,2
('light_match_m3'  'mend_fuse_f4'),2,2
('mend_fuse_f4'  'light_match_m3'),2,2
('light_match_m4'  'mend_fuse_f3'  'mend_fuse_f3'),2,3
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m4'),2,3
('mend_fuse_f3'  'light_match_m4'  'light_match_m3'),2,3
('light_match_m4'  'light_match_m3'  'mend_fuse_f4'),2,3
('light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'),2,3
('mend_fuse_f4'  'mend_fuse_f4'  'light_match_m3'),2,3
('light_match_m4'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m4'),2,4
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m4'  'light_match_m3'),2,4
('mend_fuse_f3'  'light_match_m4'  'light_match_m3'  'mend_fuse_f4'),2,4
('light_match_m4'  'light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'),2,4
('light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'  'light_match_m3'),2,4
('light_match_m4'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m4'  'light_match_m3'),2,5
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m4'  'light_match_m3'  'mend_fuse_f4'),2,5
('mend_fuse_f3'  'light_match_m4'  'light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'),2,5
('light_match_m4'  'light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'  'light_match_m3'),2,5
('mend_fuse_f4'  'light_match_m4'  'light_match_m3'),6,3
('light_match_m4'  'light_match_m3'  'mend_fuse_f3'),5,3
('mend_fuse_f4'  'mend_fuse_f4'  'light_match_m4'  'light_match_m3'),6,4
('mend_fuse_f4'  'light_match_m4'  'light_match_m3'  'mend_fuse_f3'),5,4
('light_match_m4'  'light_match_m3'  'mend_fuse_f3'  'mend_fuse_f3'),5,4
('light_match_m4'  'mend_fuse_f4'  'mend_fuse_f4'  'light_match_m4'  'light_match_m3'),6,5
('mend_fuse_f4'  'mend_fuse_f4'  'light_match_m4'  'light_match_m3'  'mend_fuse_f3'),5,5
('mend_fuse_f4'  'light_match_m4'  'light_match_m3'  'mend_fuse_f3'  'mend_fuse_f3'),5,5
('light_match_m4'  'light_match_m3'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m3'),5,5
('light_match_m5'  'mend_fuse_f5'),51,2
('mend_fuse_f5'  'mend_fuse_f5'),60,2
('mend_fuse_f5'  'light_match_m5'),51,2
('light_match_m5'  'light_match_m6'),8,2
('light_match_m6'  'mend_fuse_f6'),42,2
('mend_fuse_f6'  'mend_fuse_f6'),66,2
('mend_fuse_f6'  'light_match_m6'),42,2
('light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),51,3
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'),51,3
('mend_fuse_f5'  'light_match_m5'  'light_match_m6'),8,3
('light_match_m5'  'light_match_m6'  'mend_fuse_f6'),6,3
('light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'),42,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'),42,3
('light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'),51,4
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'  'light_match_m6'),8,4
('mend_fuse_f5'  'light_match_m5'  'light_match_m6'  'mend_fuse_f6'),6,4
('light_match_m5'  'light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'),6,4
('light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'),42,4
('light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'  'light_match_m6'),8,5
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'  'light_match_m6'  'mend_fuse_f6'),6,5
('mend_fuse_f5'  'light_match_m5'  'light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'),6,5
('light_match_m5'  'light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'),6,5
('light_match_m6'  'light_match_m5'),8,2
('mend_fuse_f6'  'light_match_m6'  'light_match_m5'),3,3
('light_match_m6'  'light_match_m5'  'mend_fuse_f5'),5,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m5'),3,4
('mend_fuse_f6'  'light_match_m6'  'light_match_m5'  'mend_fuse_f5'),3,4
('light_match_m6'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),5,4
('light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m5'),3,5
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m5'  'mend_fuse_f5'),3,5
('mend_fuse_f6'  'light_match_m6'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),3,5
('light_match_m6'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'),5,5
('light_match_m6'  'mend_fuse_f7'),12,2
('mend_fuse_f7'  'mend_fuse_f7'),70,2
('mend_fuse_f7'  'light_match_m6'),12,2
('light_match_m6'  'light_match_m7'),21,2
('light_match_m7'  'mend_fuse_f6'),14,2
('mend_fuse_f6'  'light_match_m7'),14,2
('light_match_m6'  'mend_fuse_f7'  'mend_fuse_f7'),12,3
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'),12,3
('mend_fuse_f7'  'light_match_m6'  'light_match_m7'),8,3
('light_match_m6'  'light_match_m7'  'mend_fuse_f6'),9,3
('light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'),14,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m7'),14,3
('light_match_m6'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'),12,4
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'  'light_match_m7'),8,4
('mend_fuse_f7'  'light_match_m6'  'light_match_m7'  'mend_fuse_f6'),8,4
('light_match_m6'  'light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'),9,4
('light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m7'),14,4
('light_match_m6'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'  'light_match_m7'),8,5
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'  'light_match_m7'  'mend_fuse_f6'),8,5
('mend_fuse_f7'  'light_match_m6'  'light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'),8,5
('light_match_m6'  'light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m7'),9,5
('light_match_m7'  'mend_fuse_f7'),43,2
('mend_fuse_f7'  'light_match_m7'),43,2
('mend_fuse_f6'  'light_match_m6'  'light_match_m7'),11,3
('light_match_m6'  'light_match_m7'  'mend_fuse_f7'),12,3
('light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),43,3
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'),43,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m7'),11,4
('mend_fuse_f6'  'light_match_m6'  'light_match_m7'  'mend_fuse_f7'),11,4
('light_match_m6'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),12,4
('light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'),43,4
('light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m7'),11,5
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m7'  'mend_fuse_f7'),11,5
('mend_fuse_f6'  'light_match_m6'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),11,5
('light_match_m6'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'),12,5
('light_match_m8'  'mend_fuse_f7'),1,2
('mend_fuse_f7'  'light_match_m8'),1,2
('light_match_m8'  'light_match_m7'),6,2
('light_match_m7'  'mend_fuse_f8'),3,2
('mend_fuse_f8'  'mend_fuse_f8'),76,2
('mend_fuse_f8'  'light_match_m7'),3,2
('light_match_m8'  'mend_fuse_f7'  'mend_fuse_f7'),1,3
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m8'),1,3
('mend_fuse_f7'  'light_match_m8'  'light_match_m7'),1,3
('light_match_m8'  'light_match_m7'  'mend_fuse_f8'),3,3
('light_match_m7'  'mend_fuse_f8'  'mend_fuse_f8'),3,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m7'),3,3
('light_match_m8'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m8'),1,4
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m8'  'light_match_m7'),1,4
('mend_fuse_f7'  'light_match_m8'  'light_match_m7'  'mend_fuse_f8'),1,4
('light_match_m8'  'light_match_m7'  'mend_fuse_f8'  'mend_fuse_f8'),3,4
('light_match_m7'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m7'),3,4
('light_match_m8'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m8'  'light_match_m7'),1,5
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m8'  'light_match_m7'  'mend_fuse_f8'),1,5
('mend_fuse_f7'  'light_match_m8'  'light_match_m7'  'mend_fuse_f8'  'mend_fuse_f8'),1,5
('light_match_m8'  'light_match_m7'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m7'),3,5
('light_match_m8'  'mend_fuse_f8'),72,2
('mend_fuse_f8'  'light_match_m8'),72,2
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),72,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),72,3
('mend_fuse_f8'  'light_match_m8'  'light_match_m7'),3,3
('light_match_m8'  'light_match_m7'  'mend_fuse_f7'),3,3
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),72,4
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m7'),3,4
('mend_fuse_f8'  'light_match_m8'  'light_match_m7'  'mend_fuse_f7'),3,4
('light_match_m8'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),3,4
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m7'),3,5
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m7'  'mend_fuse_f7'),3,5
('mend_fuse_f8'  'light_match_m8'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),3,5
('light_match_m8'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'),3,5
('light_match_m9'  'light_match_m8'),7,2
('mend_fuse_f9'  'light_match_m9'  'light_match_m8'),5,3
('light_match_m9'  'light_match_m8'  'mend_fuse_f8'),7,3
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m8'),5,4
('mend_fuse_f9'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'),5,4
('light_match_m9'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),7,4
('light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m8'),5,5
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'),5,5
('mend_fuse_f9'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),5,5
('light_match_m9'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),7,5
('light_match_m8'  'light_match_m9'),11,2
('mend_fuse_f8'  'light_match_m8'  'light_match_m9'),11,3
('light_match_m8'  'light_match_m9'  'mend_fuse_f9'),8,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m9'),11,4
('mend_fuse_f8'  'light_match_m8'  'light_match_m9'  'mend_fuse_f9'),8,4
('light_match_m8'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'),8,4
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m9'),11,5
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m9'  'mend_fuse_f9'),8,5
('mend_fuse_f8'  'light_match_m8'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'),8,5
('light_match_m8'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'),8,5
('light_match_m10'  'light_match_m9'),6,2
('mend_fuse_f10'  'light_match_m10'  'light_match_m9'),5,3
('light_match_m10'  'light_match_m9'  'mend_fuse_f9'),5,3
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m9'),5,4
('mend_fuse_f10'  'light_match_m10'  'light_match_m9'  'mend_fuse_f9'),4,4
('light_match_m10'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'),5,4
('light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m9'),5,5
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m9'  'mend_fuse_f9'),4,5
('mend_fuse_f10'  'light_match_m10'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'),4,5
('light_match_m10'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'),5,5
('light_match_m9'  'light_match_m10'),3,2
('mend_fuse_f9'  'light_match_m9'  'light_match_m10'),1,3
('light_match_m9'  'light_match_m10'  'mend_fuse_f10'),3,3
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m10'),1,4
('mend_fuse_f9'  'light_match_m9'  'light_match_m10'  'mend_fuse_f10'),1,4
('light_match_m9'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),3,4
('light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m10'),1,5
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m10'  'mend_fuse_f10'),1,5
('mend_fuse_f9'  'light_match_m9'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),1,5
('light_match_m9'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'),3,5
('light_match_m11'  'light_match_m12'),7,2
('mend_fuse_f11'  'light_match_m11'  'light_match_m12'),3,3
('light_match_m11'  'light_match_m12'  'mend_fuse_f12'),3,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m12'),3,4
('mend_fuse_f11'  'light_match_m11'  'light_match_m12'  'mend_fuse_f12'),3,4
('light_match_m11'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),3,4
('light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m12'),3,5
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m12'  'mend_fuse_f12'),3,5
('mend_fuse_f11'  'light_match_m11'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),3,5
('light_match_m11'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'),3,5
('light_match_m11'  'mend_fuse_f12'),51,2
('mend_fuse_f12'  'light_match_m11'),51,2
('light_match_m12'  'mend_fuse_f11'),17,2
('mend_fuse_f11'  'light_match_m12'),17,2
('light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'),51,3
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'),51,3
('mend_fuse_f12'  'light_match_m11'  'light_match_m12'),4,3
('light_match_m11'  'light_match_m12'  'mend_fuse_f11'),1,3
('light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),17,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m12'),17,3
('light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'),51,4
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m12'),4,4
('mend_fuse_f12'  'light_match_m11'  'light_match_m12'  'mend_fuse_f11'),1,4
('light_match_m11'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),1,4
('light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m12'),17,4
('light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m12'),4,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m12'  'mend_fuse_f11'),1,5
('mend_fuse_f12'  'light_match_m11'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),1,5
