macros,positive frequency,length
('load_r0_b0_p1'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'),48,3
('load_at_depot_r0_b0'  'move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p1'),20,4
('move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),24,4
('move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'),34,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'),36,4
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'),47,4
('load_at_depot_r0_b0'  'move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),20,5
('move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'),24,5
('move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'),32,5
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'),17,5
('load_r0_b0_p1'  'move_r0_DEPOT'),6,2
('move_r0_DEPOT'  'move_r0_DEPOT'),57,2
('move_r0_DEPOT'  'make_treatment_r0_b0_p1'),4,2
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_DEPOT'),5,3
('load_r0_b0_p1'  'move_r0_DEPOT'  'move_r0_DEPOT'),5,3
('move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p1'),4,3
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_DEPOT'),5,4
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_DEPOT'  'move_r0_DEPOT'),5,4
('load_r0_b0_p1'  'move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p1'),4,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_DEPOT'),4,5
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_DEPOT'  'move_r0_DEPOT'),5,5
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p1'),4,5
('load_at_depot_r1_b0'  'move_r1_p1'),3,2
('move_r1_p1'  'move_r1_p1'),25,2
('move_r1_p1'  'make_treatment_r1_b0_p1'),5,2
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'),5,2
('make_treatment_r1_b0_p1'  'load_r1_b0_p1'),5,2
('load_r1_b0_p1'  'load_r1_b0_p1'),4,2
('load_r1_b0_p1'  'make_treatment_r1_b0_p1'),4,2
('load_at_depot_r1_b0'  'move_r1_p1'  'move_r1_p1'),3,3
('move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'),5,3
('move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'),5,3
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'),4,3
('make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'),3,3
('load_r1_b0_p1'  'load_r1_b0_p1'  'make_treatment_r1_b0_p1'),3,3
('load_at_depot_r1_b0'  'move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'),3,4
('move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'),5,4
('move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'),4,4
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'),3,4
('make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'  'make_treatment_r1_b0_p1'),2,4
('load_at_depot_r1_b0'  'move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'),3,5
('move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'),4,5
('move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'),3,5
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'  'make_treatment_r1_b0_p1'),2,5
('load_at_depot_r0_b0'  'move_r0_p2'),32,2
('move_r0_p2'  'move_r0_p2'),106,2
('move_r0_p2'  'make_treatment_r0_b0_p2'),93,2
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'),58,2
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'),93,2
('load_r0_b0_p2'  'load_r0_b0_p2'),87,2
('load_r0_b0_p2'  'make_treatment_r0_b0_p2'),38,2
('load_at_depot_r0_b0'  'move_r0_p2'  'move_r0_p2'),32,3
('move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'),80,3
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'),56,3
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),57,3
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'),83,3
('load_r0_b0_p2'  'load_r0_b0_p2'  'make_treatment_r0_b0_p2'),34,3
('load_at_depot_r0_b0'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'),32,4
('move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'),47,4
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),55,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'),48,4
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'make_treatment_r0_b0_p2'),33,4
('load_at_depot_r0_b0'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'),31,5
('move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),46,5
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'),46,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'make_treatment_r0_b0_p2'),15,5
('load_r0_b0_p2'  'move_r0_DEPOT'),6,2
('move_r0_DEPOT'  'make_treatment_r0_b0_p2'),5,2
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_DEPOT'),5,3
('load_r0_b0_p2'  'move_r0_DEPOT'  'move_r0_DEPOT'),3,3
('move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p2'),3,3
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_DEPOT'),5,4
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_DEPOT'  'move_r0_DEPOT'),3,4
('load_r0_b0_p2'  'move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p2'),3,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_DEPOT'),4,5
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_DEPOT'  'move_r0_DEPOT'),3,5
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p2'),3,5
('load_at_depot_r1_b0'  'move_r1_p2'),2,2
('move_r1_p2'  'move_r1_p2'),20,2
('move_r1_p2'  'make_treatment_r1_b0_p2'),5,2
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'),4,2
('make_treatment_r1_b0_p2'  'load_r1_b0_p2'),5,2
('load_r1_b0_p2'  'load_r1_b0_p2'),5,2
('load_r1_b0_p2'  'make_treatment_r1_b0_p2'),3,2
('load_at_depot_r1_b0'  'move_r1_p2'  'move_r1_p2'),2,3
('move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'),5,3
('move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'),4,3
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'),4,3
('make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'),5,3
('load_r1_b0_p2'  'load_r1_b0_p2'  'make_treatment_r1_b0_p2'),3,3
('load_at_depot_r1_b0'  'move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'),2,4
('move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'),4,4
('move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'),4,4
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'),4,4
('make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'  'make_treatment_r1_b0_p2'),3,4
('load_at_depot_r1_b0'  'move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'),2,5
('move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'),4,5
('move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'),4,5
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'  'make_treatment_r1_b0_p2'),2,5
('load_at_depot_r0_b0'  'move_r0_p3'),29,2
('move_r0_p3'  'move_r0_p3'),89,2
('move_r0_p3'  'make_treatment_r0_b0_p3'),69,2
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),42,2
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'),79,2
('load_r0_b0_p3'  'load_r0_b0_p3'),69,2
('load_r0_b0_p3'  'make_treatment_r0_b0_p3'),29,2
('load_at_depot_r0_b0'  'move_r0_p3'  'move_r0_p3'),29,3
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'),61,3
('move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),34,3
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),41,3
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'),68,3
('load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'),28,3
('load_at_depot_r0_b0'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'),29,4
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),31,4
('move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),34,4
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'),34,4
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'),28,4
('load_at_depot_r0_b0'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),29,5
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),31,5
('move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'),27,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'),15,5
('load_r0_b0_p3'  'move_r0_DEPOT'),1,2
('move_r0_DEPOT'  'make_treatment_r0_b0_p3'),1,2
('load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_DEPOT'),1,3
('load_r0_b0_p3'  'move_r0_DEPOT'  'move_r0_DEPOT'),1,3
('move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p3'),1,3
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_DEPOT'),1,4
('load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_DEPOT'  'move_r0_DEPOT'),1,4
('load_r0_b0_p3'  'move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p3'),1,4
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_DEPOT'),1,5
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_DEPOT'  'move_r0_DEPOT'),1,5
('load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_DEPOT'  'move_r0_DEPOT'  'make_treatment_r0_b0_p3'),1,5
('load_at_depot_r1_b0'  'move_r1_p3'),2,2
('move_r1_p3'  'move_r1_p3'),12,2
('move_r1_p3'  'make_treatment_r1_b0_p3'),2,2
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'),2,2
('make_treatment_r1_b0_p3'  'load_r1_b0_p3'),2,2
('load_r1_b0_p3'  'load_r1_b0_p3'),2,2
('load_r1_b0_p3'  'make_treatment_r1_b0_p3'),1,2
('load_at_depot_r1_b0'  'move_r1_p3'  'move_r1_p3'),2,3
('move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'),2,3
('move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'),2,3
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'),2,3
('make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'),2,3
('load_r1_b0_p3'  'load_r1_b0_p3'  'make_treatment_r1_b0_p3'),1,3
('load_at_depot_r1_b0'  'move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'),2,4
('move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'),2,4
('move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'),2,4
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'),2,4
('make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'  'make_treatment_r1_b0_p3'),1,4
('load_at_depot_r1_b0'  'move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'),2,5
('move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'),2,5
('move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'),2,5
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'  'make_treatment_r1_b0_p3'),1,5
('load_at_depot_r0_b0'  'move_r0_p4'),53,2
('move_r0_p4'  'move_r0_p4'),106,2
('move_r0_p4'  'make_treatment_r0_b0_p4'),80,2
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),68,2
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'),87,2
('load_r0_b0_p4'  'load_r0_b0_p4'),79,2
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'),22,2
('load_at_depot_r0_b0'  'move_r0_p4'  'move_r0_p4'),51,3
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),73,3
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),62,3
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),68,3
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),77,3
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),21,3
('load_at_depot_r0_b0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),49,4
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),58,4
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),62,4
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),59,4
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),20,4
('load_at_depot_r0_b0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),49,5
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),58,5
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),53,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),6,5
('load_r0_b0_p4'  'move_r0_DEPOT'),5,2
('move_r0_DEPOT'  'load_r0_b0_p4'),1,2
('move_r0_DEPOT'  'make_treatment_r0_b0_p4'),3,2
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_DEPOT'),1,3
('load_r0_b0_p4'  'move_r0_DEPOT'  'load_r0_b0_p4'),1,3
('move_r0_DEPOT'  'load_r0_b0_p4'  'move_r0_DEPOT'),1,3
('load_r0_b0_p4'  'move_r0_DEPOT'  'make_treatment_r0_b0_p4'),2,3
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_DEPOT'),1,4
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_DEPOT'  'load_r0_b0_p4'),1,4
('load_r0_b0_p4'  'move_r0_DEPOT'  'load_r0_b0_p4'  'move_r0_DEPOT'),1,4
('move_r0_DEPOT'  'load_r0_b0_p4'  'move_r0_DEPOT'  'make_treatment_r0_b0_p4'),1,4
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_DEPOT'),1,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_DEPOT'  'load_r0_b0_p4'),1,5
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_DEPOT'  'load_r0_b0_p4'  'move_r0_DEPOT'),1,5
('load_r0_b0_p4'  'move_r0_DEPOT'  'load_r0_b0_p4'  'move_r0_DEPOT'  'make_treatment_r0_b0_p4'),1,5
('load_at_depot_r0_b0'  'move_r0_p5'),33,2
('move_r0_p5'  'move_r0_p5'),115,2
('move_r0_p5'  'make_treatment_r0_b0_p5'),90,2
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),42,2
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'),95,2
('load_r0_b0_p5'  'load_r0_b0_p5'),90,2
('load_r0_b0_p5'  'make_treatment_r0_b0_p5'),49,2
('load_at_depot_r0_b0'  'move_r0_p5'  'move_r0_p5'),32,3
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),81,3
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),35,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),41,3
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'),86,3
('load_r0_b0_p5'  'load_r0_b0_p5'  'make_treatment_r0_b0_p5'),46,3
('load_at_depot_r0_b0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),32,4
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),32,4
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),35,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'),34,4
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'make_treatment_r0_b0_p5'),43,4
('load_at_depot_r0_b0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),29,5
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),32,5
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'),30,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'make_treatment_r0_b0_p5'),10,5
('load_r0_b0_p5'  'move_r0_DEPOT'),6,2
('move_r0_DEPOT'  'load_r0_b0_p5'),1,2
('move_r0_DEPOT'  'make_treatment_r0_b0_p5'),5,2
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_DEPOT'),1,3
('load_r0_b0_p5'  'move_r0_DEPOT'  'load_r0_b0_p5'),1,3
('move_r0_DEPOT'  'load_r0_b0_p5'  'move_r0_DEPOT'),1,3
('load_r0_b0_p5'  'move_r0_DEPOT'  'make_treatment_r0_b0_p5'),3,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_DEPOT'),1,4
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_DEPOT'  'load_r0_b0_p5'),1,4
