macros,positive frequency,length
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),76,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),76,3
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),76,4
('light_match_m10'  'mend_fuse_f10'),39,2
('mend_fuse_f10'  'mend_fuse_f10'),85,2
('mend_fuse_f10'  'light_match_m10'),39,2
('light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),39,3
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'),39,3
('light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'),39,4
('light_match_m11'  'mend_fuse_f11'),85,2
('mend_fuse_f11'  'mend_fuse_f11'),91,2
('mend_fuse_f11'  'light_match_m11'),85,2
('light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'),85,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'),85,3
('light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'),85,4
('light_match_m12'  'mend_fuse_f12'),80,2
('mend_fuse_f12'  'mend_fuse_f12'),87,2
('mend_fuse_f12'  'light_match_m12'),80,2
('light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),80,3
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'),80,3
('light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'),80,4
('light_match_m13'  'mend_fuse_f13'),82,2
('mend_fuse_f13'  'mend_fuse_f13'),85,2
('mend_fuse_f13'  'light_match_m13'),82,2
('light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),82,3
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'),82,3
('light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'),82,4
('light_match_m15'  'mend_fuse_f15'),90,2
('mend_fuse_f15'  'mend_fuse_f15'),93,2
('mend_fuse_f15'  'light_match_m15'),90,2
('light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),90,3
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'),90,3
('light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'),90,4
('light_match_m16'  'mend_fuse_f16'),87,2
('mend_fuse_f16'  'mend_fuse_f16'),93,2
('mend_fuse_f16'  'light_match_m16'),87,2
('light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),87,3
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'),87,3
('light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'),87,4
('light_match_m17'  'mend_fuse_f17'),24,2
('mend_fuse_f17'  'mend_fuse_f17'),95,2
('mend_fuse_f17'  'light_match_m17'),24,2
('light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),24,3
('mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'),24,3
('light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'),24,4
('light_match_m18'  'mend_fuse_f18'),66,2
('mend_fuse_f18'  'mend_fuse_f18'),89,2
('mend_fuse_f18'  'light_match_m18'),66,2
('light_match_m18'  'mend_fuse_f18'  'mend_fuse_f18'),66,3
('mend_fuse_f18'  'mend_fuse_f18'  'light_match_m18'),66,3
('light_match_m18'  'mend_fuse_f18'  'mend_fuse_f18'  'light_match_m18'),66,4
('light_match_m19'  'mend_fuse_f19'),8,2
('mend_fuse_f19'  'mend_fuse_f19'),89,2
('mend_fuse_f19'  'light_match_m19'),8,2
('light_match_m19'  'mend_fuse_f19'  'mend_fuse_f19'),8,3
('mend_fuse_f19'  'mend_fuse_f19'  'light_match_m19'),8,3
('light_match_m19'  'mend_fuse_f19'  'mend_fuse_f19'  'light_match_m19'),8,4
('light_match_m20'  'mend_fuse_f20'),6,2
('mend_fuse_f20'  'mend_fuse_f20'),85,2
('mend_fuse_f20'  'light_match_m20'),6,2
('light_match_m20'  'mend_fuse_f20'  'mend_fuse_f20'),6,3
('mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'),6,3
('light_match_m20'  'mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'),6,4
('light_match_m21'  'mend_fuse_f21'),76,2
('mend_fuse_f21'  'mend_fuse_f21'),81,2
('mend_fuse_f21'  'light_match_m21'),76,2
('light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'),76,3
('mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'),76,3
('light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'),76,4
('light_match_m22'  'mend_fuse_f22'),7,2
('mend_fuse_f22'  'mend_fuse_f22'),83,2
('mend_fuse_f22'  'light_match_m22'),7,2
('light_match_m22'  'mend_fuse_f22'  'mend_fuse_f22'),7,3
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'),7,3
('light_match_m22'  'mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'),7,4
('light_match_m24'  'mend_fuse_f24'),6,2
('mend_fuse_f24'  'mend_fuse_f24'),71,2
('mend_fuse_f24'  'light_match_m24'),6,2
('light_match_m24'  'mend_fuse_f24'  'mend_fuse_f24'),6,3
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m24'),6,3
('light_match_m24'  'mend_fuse_f24'  'mend_fuse_f24'  'light_match_m24'),6,4
('light_match_m25'  'mend_fuse_f25'),4,2
('mend_fuse_f25'  'mend_fuse_f25'),61,2
('mend_fuse_f25'  'light_match_m25'),4,2
('light_match_m25'  'mend_fuse_f25'  'mend_fuse_f25'),4,3
('mend_fuse_f25'  'mend_fuse_f25'  'light_match_m25'),4,3
('light_match_m25'  'mend_fuse_f25'  'mend_fuse_f25'  'light_match_m25'),4,4
('light_match_m26'  'mend_fuse_f26'),7,2
('mend_fuse_f26'  'mend_fuse_f26'),57,2
('mend_fuse_f26'  'light_match_m26'),7,2
('light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'),7,3
('mend_fuse_f26'  'mend_fuse_f26'  'light_match_m26'),7,3
('light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'  'light_match_m26'),7,4
('light_match_m27'  'mend_fuse_f27'),47,2
('mend_fuse_f27'  'mend_fuse_f27'),49,2
('mend_fuse_f27'  'light_match_m27'),47,2
('light_match_m27'  'mend_fuse_f27'  'mend_fuse_f27'),47,3
('mend_fuse_f27'  'mend_fuse_f27'  'light_match_m27'),47,3
('light_match_m27'  'mend_fuse_f27'  'mend_fuse_f27'  'light_match_m27'),47,4
('light_match_m28'  'mend_fuse_f28'),34,2
('mend_fuse_f28'  'mend_fuse_f28'),37,2
('mend_fuse_f28'  'light_match_m28'),34,2
('light_match_m28'  'mend_fuse_f28'  'mend_fuse_f28'),34,3
('mend_fuse_f28'  'mend_fuse_f28'  'light_match_m28'),34,3
('light_match_m28'  'mend_fuse_f28'  'mend_fuse_f28'  'light_match_m28'),34,4
('light_match_m29'  'mend_fuse_f29'),22,2
('mend_fuse_f29'  'mend_fuse_f29'),23,2
('mend_fuse_f29'  'light_match_m29'),22,2
('light_match_m29'  'mend_fuse_f29'  'mend_fuse_f29'),22,3
('mend_fuse_f29'  'mend_fuse_f29'  'light_match_m29'),22,3
('light_match_m29'  'mend_fuse_f29'  'mend_fuse_f29'  'light_match_m29'),22,4
('light_match_m30'  'mend_fuse_f30'),13,2
('mend_fuse_f30'  'mend_fuse_f30'),13,2
('mend_fuse_f30'  'light_match_m30'),13,2
('light_match_m30'  'mend_fuse_f30'  'mend_fuse_f30'),13,3
('mend_fuse_f30'  'mend_fuse_f30'  'light_match_m30'),13,3
('light_match_m30'  'mend_fuse_f30'  'mend_fuse_f30'  'light_match_m30'),13,4
('light_match_m1'  'light_match_m2'),7,2
('light_match_m2'  'mend_fuse_f2'),24,2
('mend_fuse_f2'  'mend_fuse_f2'),26,2
('mend_fuse_f2'  'light_match_m2'),24,2
('mend_fuse_f1'  'light_match_m1'  'light_match_m2'),7,3
('light_match_m1'  'light_match_m2'  'mend_fuse_f2'),6,3
('light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'),24,3
('mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'),24,3
('mend_fuse_f1'  'mend_fuse_f1'  'light_match_m1'  'light_match_m2'),7,4
('mend_fuse_f1'  'light_match_m1'  'light_match_m2'  'mend_fuse_f2'),6,4
('light_match_m1'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'),6,4
('light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'),24,4
('light_match_m1'  'mend_fuse_f1'  'mend_fuse_f1'  'light_match_m1'  'light_match_m2'),7,5
('mend_fuse_f1'  'mend_fuse_f1'  'light_match_m1'  'light_match_m2'  'mend_fuse_f2'),6,5
('mend_fuse_f1'  'light_match_m1'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'),6,5
('light_match_m1'  'light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'),6,5
('light_match_m2'  'light_match_m1'),3,2
('mend_fuse_f2'  'light_match_m2'  'light_match_m1'),3,3
('light_match_m2'  'light_match_m1'  'mend_fuse_f1'),3,3
('mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m1'),3,4
('mend_fuse_f2'  'light_match_m2'  'light_match_m1'  'mend_fuse_f1'),3,4
('light_match_m2'  'light_match_m1'  'mend_fuse_f1'  'mend_fuse_f1'),3,4
('light_match_m2'  'mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m1'),3,5
('mend_fuse_f2'  'mend_fuse_f2'  'light_match_m2'  'light_match_m1'  'mend_fuse_f1'),3,5
('mend_fuse_f2'  'light_match_m2'  'light_match_m1'  'mend_fuse_f1'  'mend_fuse_f1'),3,5
('light_match_m2'  'light_match_m1'  'mend_fuse_f1'  'mend_fuse_f1'  'light_match_m1'),3,5
('light_match_m4'  'light_match_m5'),1,2
('mend_fuse_f4'  'light_match_m4'  'light_match_m5'),1,3
('light_match_m4'  'light_match_m5'  'mend_fuse_f5'),1,3
('mend_fuse_f4'  'mend_fuse_f4'  'light_match_m4'  'light_match_m5'),1,4
('mend_fuse_f4'  'light_match_m4'  'light_match_m5'  'mend_fuse_f5'),1,4
('light_match_m4'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),1,4
('light_match_m4'  'mend_fuse_f4'  'mend_fuse_f4'  'light_match_m4'  'light_match_m5'),1,5
('mend_fuse_f4'  'mend_fuse_f4'  'light_match_m4'  'light_match_m5'  'mend_fuse_f5'),1,5
('mend_fuse_f4'  'light_match_m4'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),1,5
('light_match_m4'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'),1,5
('light_match_m5'  'light_match_m4'),4,2
('mend_fuse_f5'  'light_match_m5'  'light_match_m4'),3,3
('light_match_m5'  'light_match_m4'  'mend_fuse_f4'),1,3
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'  'light_match_m4'),3,4
('mend_fuse_f5'  'light_match_m5'  'light_match_m4'  'mend_fuse_f4'),1,4
('light_match_m5'  'light_match_m4'  'mend_fuse_f4'  'mend_fuse_f4'),1,4
('light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'  'light_match_m4'),3,5
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'  'light_match_m4'  'mend_fuse_f4'),1,5
('mend_fuse_f5'  'light_match_m5'  'light_match_m4'  'mend_fuse_f4'  'mend_fuse_f4'),1,5
('light_match_m5'  'light_match_m4'  'mend_fuse_f4'  'mend_fuse_f4'  'light_match_m4'),1,5
('light_match_m6'  'mend_fuse_f5'),7,2
('mend_fuse_f5'  'light_match_m6'),7,2
('light_match_m6'  'light_match_m5'),7,2
('light_match_m5'  'mend_fuse_f6'),7,2
('mend_fuse_f6'  'light_match_m5'),7,2
('light_match_m6'  'mend_fuse_f5'  'mend_fuse_f5'),7,3
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m6'),7,3
('mend_fuse_f5'  'light_match_m6'  'light_match_m5'),3,3
('light_match_m6'  'light_match_m5'  'mend_fuse_f6'),3,3
('light_match_m5'  'mend_fuse_f6'  'mend_fuse_f6'),7,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m5'),7,3
('light_match_m6'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m6'),7,4
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m6'  'light_match_m5'),3,4
('mend_fuse_f5'  'light_match_m6'  'light_match_m5'  'mend_fuse_f6'),3,4
('light_match_m6'  'light_match_m5'  'mend_fuse_f6'  'mend_fuse_f6'),3,4
('light_match_m5'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m5'),7,4
('light_match_m6'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m6'  'light_match_m5'),3,5
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m6'  'light_match_m5'  'mend_fuse_f6'),3,5
('mend_fuse_f5'  'light_match_m6'  'light_match_m5'  'mend_fuse_f6'  'mend_fuse_f6'),3,5
('light_match_m6'  'light_match_m5'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m5'),3,5
('mend_fuse_f6'  'light_match_m6'  'light_match_m5'),4,3
('light_match_m6'  'light_match_m5'  'mend_fuse_f5'),2,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m5'),4,4
('mend_fuse_f6'  'light_match_m6'  'light_match_m5'  'mend_fuse_f5'),2,4
('light_match_m6'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),2,4
('light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m5'),4,5
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m5'  'mend_fuse_f5'),2,5
('mend_fuse_f6'  'light_match_m6'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),2,5
('light_match_m6'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'),2,5
('light_match_m6'  'light_match_m7'),12,2
('mend_fuse_f6'  'light_match_m6'  'light_match_m7'),5,3
('light_match_m6'  'light_match_m7'  'mend_fuse_f7'),4,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m7'),5,4
('mend_fuse_f6'  'light_match_m6'  'light_match_m7'  'mend_fuse_f7'),2,4
('light_match_m6'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),4,4
('light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m7'),5,5
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m7'  'mend_fuse_f7'),2,5
('mend_fuse_f6'  'light_match_m6'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),2,5
('light_match_m6'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'),4,5
('light_match_m6'  'mend_fuse_f7'),10,2
('mend_fuse_f7'  'light_match_m6'),10,2
('light_match_m7'  'mend_fuse_f6'),4,2
('mend_fuse_f6'  'light_match_m7'),4,2
('light_match_m6'  'mend_fuse_f7'  'mend_fuse_f7'),10,3
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'),10,3
('mend_fuse_f7'  'light_match_m6'  'light_match_m7'),4,3
('light_match_m6'  'light_match_m7'  'mend_fuse_f6'),3,3
('light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'),4,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m7'),4,3
('light_match_m6'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'),10,4
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'  'light_match_m7'),4,4
('mend_fuse_f7'  'light_match_m6'  'light_match_m7'  'mend_fuse_f6'),3,4
('light_match_m6'  'light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'),3,4
('light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m7'),4,4
('light_match_m6'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'  'light_match_m7'),4,5
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m6'  'light_match_m7'  'mend_fuse_f6'),3,5
('mend_fuse_f7'  'light_match_m6'  'light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'),3,5
('light_match_m6'  'light_match_m7'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m7'),3,5
('light_match_m9'  'mend_fuse_f9'),10,2
('mend_fuse_f9'  'mend_fuse_f9'),80,2
('mend_fuse_f9'  'light_match_m9'),10,2
('light_match_m9'  'light_match_m8'),9,2
('light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'),10,3
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'),10,3
('mend_fuse_f9'  'light_match_m9'  'light_match_m8'),1,3
('light_match_m9'  'light_match_m8'  'mend_fuse_f8'),7,3
('light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'),10,4
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m8'),1,4
('mend_fuse_f9'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'),1,4
('light_match_m9'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),7,4
('light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m8'),1,5
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'),1,5
('mend_fuse_f9'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),1,5
('light_match_m9'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),7,5
('light_match_m9'  'mend_fuse_f8'),1,2
('mend_fuse_f8'  'light_match_m9'),1,2
('light_match_m8'  'mend_fuse_f9'),2,2
('mend_fuse_f9'  'light_match_m8'),2,2
('light_match_m9'  'mend_fuse_f8'  'mend_fuse_f8'),1,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m9'),1,3
('mend_fuse_f8'  'light_match_m9'  'light_match_m8'),1,3
('light_match_m9'  'light_match_m8'  'mend_fuse_f9'),2,3
('light_match_m8'  'mend_fuse_f9'  'mend_fuse_f9'),2,3
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m8'),2,3
('light_match_m9'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m9'),1,4
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m9'  'light_match_m8'),1,4
('mend_fuse_f8'  'light_match_m9'  'light_match_m8'  'mend_fuse_f9'),1,4
('light_match_m9'  'light_match_m8'  'mend_fuse_f9'  'mend_fuse_f9'),2,4
('light_match_m8'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m8'),2,4
('light_match_m9'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m9'  'light_match_m8'),1,5
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m9'  'light_match_m8'  'mend_fuse_f9'),1,5
('mend_fuse_f8'  'light_match_m9'  'light_match_m8'  'mend_fuse_f9'  'mend_fuse_f9'),1,5
('light_match_m9'  'light_match_m8'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m8'),2,5
('light_match_m11'  'mend_fuse_f10'),2,2
('mend_fuse_f10'  'light_match_m11'),2,2
('light_match_m11'  'light_match_m10'),28,2
('light_match_m10'  'mend_fuse_f11'),1,2
('mend_fuse_f11'  'light_match_m10'),1,2
('light_match_m11'  'mend_fuse_f10'  'mend_fuse_f10'),2,3
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m11'),2,3
('mend_fuse_f10'  'light_match_m11'  'light_match_m10'),1,3
('light_match_m11'  'light_match_m10'  'mend_fuse_f11'),1,3
('light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'),1,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m10'),1,3
('light_match_m11'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m11'),2,4
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m11'  'light_match_m10'),1,4
('mend_fuse_f10'  'light_match_m11'  'light_match_m10'  'mend_fuse_f11'),1,4
('light_match_m11'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'),1,4
('light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m10'),1,4
('light_match_m11'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m11'  'light_match_m10'),1,5
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m11'  'light_match_m10'  'mend_fuse_f11'),1,5
('mend_fuse_f10'  'light_match_m11'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'),1,5
('light_match_m11'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m10'),1,5
('mend_fuse_f11'  'light_match_m11'  'light_match_m10'),27,3
('light_match_m11'  'light_match_m10'  'mend_fuse_f10'),14,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m10'),27,4
('mend_fuse_f11'  'light_match_m11'  'light_match_m10'  'mend_fuse_f10'),14,4
('light_match_m11'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),14,4
('light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m10'),27,5
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m10'  'mend_fuse_f10'),14,5
('mend_fuse_f11'  'light_match_m11'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),14,5
('light_match_m11'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'),14,5
('light_match_m11'  'mend_fuse_f12'),4,2
('mend_fuse_f12'  'light_match_m11'),4,2
('light_match_m11'  'light_match_m12'),12,2
('light_match_m12'  'mend_fuse_f11'),4,2
('mend_fuse_f11'  'light_match_m12'),4,2
('light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'),4,3
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'),4,3
('mend_fuse_f12'  'light_match_m11'  'light_match_m12'),2,3
('light_match_m11'  'light_match_m12'  'mend_fuse_f11'),2,3
('light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),4,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m12'),4,3
('light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'),4,4
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m12'),2,4
('mend_fuse_f12'  'light_match_m11'  'light_match_m12'  'mend_fuse_f11'),2,4
('light_match_m11'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),2,4
('light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m12'),4,4
('light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m12'),2,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m12'  'mend_fuse_f11'),2,5
('mend_fuse_f12'  'light_match_m11'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),2,5
('light_match_m11'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m12'),2,5
('mend_fuse_f11'  'light_match_m11'  'light_match_m12'),10,3
('light_match_m11'  'light_match_m12'  'mend_fuse_f12'),10,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m12'),10,4
('mend_fuse_f11'  'light_match_m11'  'light_match_m12'  'mend_fuse_f12'),10,4
('light_match_m11'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),10,4
('light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m12'),10,5
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'  'light_match_m12'  'mend_fuse_f12'),10,5
('mend_fuse_f11'  'light_match_m11'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),10,5
('light_match_m11'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'),10,5
('light_match_m14'  'mend_fuse_f14'),87,2
('mend_fuse_f14'  'mend_fuse_f14'),90,2
('mend_fuse_f14'  'light_match_m14'),87,2
('light_match_m14'  'light_match_m13'),6,2
('light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'),87,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'),87,3
('mend_fuse_f14'  'light_match_m14'  'light_match_m13'),5,3
('light_match_m14'  'light_match_m13'  'mend_fuse_f13'),5,3
('light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'),87,4
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m13'),5,4
('mend_fuse_f14'  'light_match_m14'  'light_match_m13'  'mend_fuse_f13'),5,4
('light_match_m14'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),5,4
('light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m13'),5,5
